District Name,Project Name,Project Type,Promoter Name,Application No.,Registration No.,Actions,
Jodhpur,R. B. Heights,GROUP HOUSING,JAWAHARSONS ENTERPRISE PVT LTD,RAJ-RERA-APP-P-2018-1236,RAJ/P/2018/639 (14/02/2018),View,
Ajmer,ASHIYANA APARTMENT,GROUP HOUSING,MANJEET SINGH CHHABRA,RAJ-RERA-APP-P-2018-1233,RAJ/P/2018/630 (06/02/2018),View,
Ajmer,CAPITAL HOMES,GROUP HOUSING,R-TECH BUILDTECH LLP,RAJ-RERA-APP-P-2018-1232,RAJ/P/2018/616 (24/01/2018),View,
Udaipur,SAMBHAVNATH COMPLEX,GROUP HOUSING,SAMBHAVNATH COMPLEX LIMITED,RAJ-RERA-APP-P-2018-1225,RAJ/P/2018/652 (28/02/2018),View,
Barmer,Unique Ashray,GROUP HOUSING,Unique Apex Developers LLP,RAJ-RERA-APP-P-2018-1227,RAJ/P/2018/610 (17/01/2018),View,
Udaipur,ARCHI ROYAL CITY,GROUP HOUSING,ARCHI CIVIL CONSTRUCTION PRIVATE LIMITED,RAJ-RERA-APP-P-2018-1220,RAJ/P/2018/625 (06/02/2018),View,
Sikar,MOJIKA HOMES,GROUP HOUSING,MOJIKA REAL ESTATE AND DEVELOPERS PVT LTD,RAJ-RERA-APP-P-2018-1224,RAJ/P/2018/613 (19/01/2018),View,
Jaipur,SHIV KUNJ,PLOTTED,AJAY SINGH RATHORE,RAJ-RERA-APP-P-2018-1214,RAJ/P/2018/608 (16/01/2018),View,
Kota,Gold tamara,Mixed (Residential And Commercial),KGV INFRA PRIVATE LIMITED,RAJ-RERA-APP-P-2018-1212,RAJ/P/2018/623 (05/02/2018),View,
Bikaner,CAPITAL HIGHSTREET (BIKANER),Commercial,R-TECH CAPITAL HIGHSTREET (BIKANER) LLP,RAJ-RERA-APP-P-2018-1209,RAJ/P/2018/612 (18/01/2018),View,
Sirohi,ARAVALI HOMES,GROUP HOUSING,ARAVALI HOMEDEVELOPERS LLP,RAJ-RERA-APP-P-2018-1207,RAJ/P/2018/607 (16/01/2018),View,
Jodhpur,SAARTHI SAROVAR,GROUP HOUSING,DREAM SAARTHI BUILDER AND DEVELOPER,RAJ-RERA-APP-P-2018-1201,RAJ/P/2018/687 (11/04/2018),View,
Alwar,EWS/LIG -APNA GHAR SHALIMAR EXTN,GROUP HOUSING,TREHAN HOME DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2018-1203,RAJ/P/2018/690 (12/04/2018),View,
Jaipur,PRIM WOODS,PLOTTED,FINETECH VELENTINO BUILDERS LLP,RAJ-RERA-APP-P-2018-1205,RAJ/P/2018/614 (23/01/2018),View,
Bikaner,SHANTINATH EMPIRE,Mixed (Residential And Commercial),DEVBHUMI VINIMAY PRIVATE LIMITED,RAJ-RERA-APP-P-2018-1199,RAJ/P/2018/629 (06/02/2018),View,
Jaipur,CASA-9,GROUP HOUSING,Panache Buildtech,RAJ-RERA-APP-P-2018-1192,RAJ/P/2018/624 (06/02/2018),View,
Kota,NEELKANTH RESIDENCY BLOCK-D,PLOTTED,S N ASSOCIATES,RAJ-RERA-APP-P-2018-1188,RAJ/P/2018/605 (11/01/2018),View,
Jaipur,NRI PS QUEENS PARK,GROUP HOUSING,Unique Developers Pvt Ltd,RAJ-RERA-APP-P-2017-1174,RAJ/P/2017/583 (28/12/2017),View,
Jaipur,RUHEEN TRENDZ,GROUP HOUSING,Ruheen Developers & Properties,RAJ-RERA-APP-P-2017-1175,RAJ/P/2018/596 (04/01/2018),View,
Jaipur,AYOJAN SKY,GROUP HOUSING,AYOJAN BUILDERS AND DEVELOPERS,RAJ-RERA-APP-P-2017-1172,RAJ/P/2017/586 (29/12/2017),View,
Ajmer,Charan Sparsh,GROUP HOUSING,Chhajed Buildwell Pvt Ltd,RAJ-RERA-APP-P-2017-1170,RAJ/P/2018/597 (04/01/2018),View,
Udaipur,MANGALMURTI RESIDENCY,GROUP HOUSING,RAM SURESH YADAV,RAJ-RERA-APP-P-2017-1169,RAJ/P/2019/919 (19/03/2019),View,
Alwar,UNICARE HOMES PHASE-1,GROUP HOUSING,Unicare Developerstr And infrastructure private limited,RAJ-RERA-APP-P-2017-1168,RAJ/P/2017/581 (28/12/2017),View,
Jaipur,ATULYA,GROUP HOUSING,VIVEK CHORDIA,RAJ-RERA-APP-P-2017-1161,RAJ/P/2017/571 (26/12/2017),View,
Jaipur,NAND GAON PHASE-III,GROUP HOUSING,OM SKY RISE DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2017-1157,RAJ/P/2017/562 (22/12/2017),View,
Jaipur,NAND GAON PHASE - II,GROUP HOUSING,OM SKY RISE DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2017-1156,RAJ/P/2017/561 (22/12/2017),View,
Alwar,MYSTIC GREENS,GROUP HOUSING,AMR DEVELOPERS,RAJ-RERA-APP-P-2017-1159,RAJ/P/2018/600 (09/01/2018),View,
Udaipur,Shree Vinayak Residency,GROUP HOUSING,SHREE RAMAKRISHNA INFRAESTATE,RAJ-RERA-APP-P-2017-1154,RAJ/P/2018/631 (06/02/2018),View,
Jaipur,Avani Homes,GROUP HOUSING,Real Revolution Developers Private Limited,RAJ-RERA-APP-P-2017-1153,RAJ/P/2017/563 (22/12/2017),View,
Pali,BCM AASHIYANA,GROUP HOUSING,SHREE MAHAVEER INFRAESTATE LLP,RAJ-RERA-APP-P-2017-1152,RAJ/P/2018/602 (09/01/2018),View,
Jaipur,Horizon Tower,Commercial,Suncity Projects Private Limited,RAJ-RERA-APP-P-2017-1147,RAJ/P/2017/564 (22/12/2017),View,
Kota,LANDMARK PARADISE PHASE-2,GROUP HOUSING,RESONANT WEALTH CONSULTANCY PVT LTD,RAJ-RERA-APP-P-2017-1145,RAJ/P/2017/513 (12/12/2017),View,
Jaipur,Upasana First Avenue,GROUP HOUSING,Upasana Colonisers and Resorts Private Limited,RAJ-RERA-APP-P-2017-1139,RAJ/P/2017/534 (12/12/2017),View,
Sikar,SHREE KRISHNA RESIDENCY,GROUP HOUSING,MANISHA MITTAL,RAJ-RERA-APP-P-2017-1134,RAJ/P/2017/556 (19/12/2017),View,
Jaipur,ONE REALTY GROUP GALAXY,GROUP HOUSING,One Realty Group,RAJ-RERA-APP-P-2017-1135,RAJ/P/2018/603 (11/01/2018),View,
Jaipur,GOVINDAM JAISINGHPURA,GROUP HOUSING,BRIJHARI INFRA LLP,RAJ-RERA-APP-P-2017-1125,RAJ/P/2017/506 (11/12/2017),View,
Sikar,MATRA CHAYA-II,GROUP HOUSING,Matrachaya Dream Builders Pv Ltd,RAJ-RERA-APP-P-2017-1126,RAJ/P/2018/595 (03/01/2018),View,
Sikar,MANAV CITY,GROUP HOUSING,MANAV REALITY AND INFRASTRUCTURE PRIVATE LIMITED,RAJ-RERA-APP-P-2017-1116,RAJ/P/2017/550 (15/12/2017),View,
Jaipur,SURYA RESIDENCY,GROUP HOUSING,RAVI SURYA AFFORDABLE HOMES PRIVATE LIMITED,RAJ-RERA-APP-P-2017-1115,RAJ/P/2017/501 (08/12/2017),View,
Udaipur,AKME PARADISE III,GROUP HOUSING,AKME BUILD ESTATE LIMITED,RAJ-RERA-APP-P-2017-1113,RAJ/P/2017/582 (28/12/2017),View,
Jaipur,TRIMURTY'S GULMOHAR,GROUP HOUSING,TRIMURTY COLONIZERS AND BUILDERS PRIVATE LIMITED,RAJ-RERA-APP-P-2017-1110,RAJ/P/2017/569 (22/12/2017),View,
Nagaur,Sai Aangan,GROUP HOUSING,SHREERAM BALAJI DEVELOPERS AND INFRASTRUCTURES PVT LTD,RAJ-RERA-APP-P-2017-1108,RAJ/P/2017/555 (19/12/2017),View,
Jaipur,AMAN RESIDENCY-I,GROUP HOUSING,AMAN BUILDHOME PRIVATE LIMITED,RAJ-RERA-APP-P-2017-1105,RAJ/P/2017/490 (30/11/2017),View,
Jaipur,Rajshree Neel Residency,GROUP HOUSING,Neel Rajshree Housing Infra,RAJ-RERA-APP-P-2017-1104,RAJ/P/2017/489 (30/11/2017),View,
Jaipur,Vaishali Vatika,GROUP HOUSING,Aadarsh Affordable Housing Private Limited,RAJ-RERA-APP-P-2017-1101,RAJ/P/2017/485 (29/11/2017),View,
Jaipur,VATIKA ESTATE (BANKER'S ENCLAVE),PLOTTED,ARIHANT DREAM BUILDESTATE PRIVATE LIMITED,RAJ-RERA-APP-P-2017-1098,RAJ/P/2017/476 (27/11/2017),View,
Bhilwara,Dr. A.P.J. ABDUL KALAM SCHEME,PLOTTED,UIT BHILWARA,RAJ-RERA-APP-P-2017-1096,RAJ/P/2017/482 (28/11/2017),View,
Bikaner,MADHUVAN VATIKA PHASE-I,PLOTTED,KRISHAN CHANDRA MODI,RAJ-RERA-APP-P-2017-1097,RAJ/P/2017/517 (12/12/2017),View,
Hanumangarh,City Heights,GROUP HOUSING,MRD BUILDERS,RAJ-RERA-APP-P-2017-1091,RAJ/P/2017/480 (28/11/2017),View,
Udaipur,Deen Dayal Nagar-2,GROUP HOUSING,UIT UDAIPUR,RAJ-RERA-APP-P-2017-1088,RAJ/P/2019/941 (02/04/2019),View,
Udaipur,Deen Dayal Nagar-1,GROUP HOUSING,UIT UDAIPUR,RAJ-RERA-APP-P-2017-1087,RAJ/P/2019/939 (02/04/2019),View,
Udaipur,Deen Dayal Nagar-3,GROUP HOUSING,UIT UDAIPUR,RAJ-RERA-APP-P-2017-1089,RAJ/P/2019/952 (10/04/2019),View,
Jaipur,Apna Ashiyana,GROUP HOUSING,Triveni Builders and Developers,RAJ-RERA-APP-P-2017-1083,RAJ/P/2017/468 (23/11/2017),View,
Pali,PAWAN RESIDENCY,GROUP HOUSING,BALAJI PRIME BUILDERS DEVELOPERS LLP,RAJ-RERA-APP-P-2017-1078,RAJ/P/2017/552 (15/12/2017),View,
Alwar,Royal Leaf,GROUP HOUSING,Royal Global Earthcon Pvt Ltd,RAJ-RERA-APP-P-2017-1077,RAJ/P/2017/473 (24/11/2017),View,
Hanumangarh,NARENDER HOMES,GROUP HOUSING,Narender Homes,RAJ-RERA-APP-P-2017-1076,RAJ/P/2017/475 (27/11/2017),View,
Sawai Madhopur,Green Park,GROUP HOUSING,Ansita Infra Creations Private Limited,RAJ-RERA-APP-P-2017-1072,RAJ/P/2018/609 (17/01/2018),View,
Jaipur,Mojika Laxmi Vihar,GROUP HOUSING,MOJIKA REAL ESTATE AND DEVELOPERS PVT LTD,RAJ-RERA-APP-P-2017-1066,RAJ/P/2017/447 (17/11/2017),View,
Jaipur,Auric Vedas,GROUP HOUSING,MSA Infrareality LLP,RAJ-RERA-APP-P-2017-1063,RAJ/P/2017/432 (10/11/2017),View,
Jaipur,VAISHALI UTSAV,GROUP HOUSING,ELEGANT BUILD DEVELOPERS LLP,RAJ-RERA-APP-P-2017-1059,RAJ/P/2017/431 (10/11/2017),View,
Alwar,ANSALS INFORMAL SHOPS ALWAR,PLOTTED,ANSAL HOUSING AND CONSTRUCTION LTD,RAJ-RERA-APP-P-2017-1055,RAJ/P/2017/529 (12/12/2017),View,
Udaipur,DIAMOND HOME,GROUP HOUSING,FLY BIRD CONSTRUCTIONS,RAJ-RERA-APP-P-2017-1048,RAJ/P/2017/533 (12/12/2017),View,
Jaipur,LAXMI VILAS AFFORDABLE HOUSING UNDER CMJAY,GROUP HOUSING,STAR VALLEY HEIGHTS LLP,RAJ-RERA-APP-P-2017-1035,RAJ/P/2017/414 (03/11/2017),View,
Bhilwara,Anukampa Retreat Tower D,Mixed (Residential And Commercial),TEXTILE TRADE CENTER,RAJ-RERA-APP-P-2017-1027,RAJ/P/2017/457 (17/11/2017),View,
Jaipur,NEW ROYAL CITY,GROUP HOUSING,Siya Ram Khandelwal,RAJ-RERA-APP-P-2017-1025,RAJ/P/2017/444 (17/11/2017),View,
Jaipur,IMPERIAL HOMES,GROUP HOUSING,R S R ELITE DEVELOPERS PRIVATE LTD,RAJ-RERA-APP-P-2017-1019,RAJ/P/2018/621 (31/01/2018),View,
Kota,AANANDAM,GROUP HOUSING,Om Constructions,RAJ-RERA-APP-P-2017-1022,RAJ/P/2017/412 (03/11/2017),View,
Pali,"City Home, Pali",GROUP HOUSING,Jai Infratech Private Limited,RAJ-RERA-APP-P-2017-1018,RAJ/P/2017/418 (07/11/2017),View,
Alwar,Sunrise Residency Phase 1,PLOTTED,JEEWAN JEEWAN,RAJ-RERA-APP-P-2017-1007,RAJ/P/2017/525 (12/12/2017),View,
Alwar,Sunrise Residency Phase 2,PLOTTED,JAL SINGH,RAJ-RERA-APP-P-2017-1006,RAJ/P/2017/524 (12/12/2017),View,
Jaipur,Swaraj,GROUP HOUSING,Sun (India) Buildhome LLP,RAJ-RERA-APP-P-2017-1001,RAJ/P/2017/430 (10/11/2017),View,
Sri Ganganagar,Pavitra Angan,GROUP HOUSING,Anyway land mark private limited,RAJ-RERA-APP-P-2017-1000,RAJ/P/2017/477 (27/11/2017),View,
Jaipur,UNNATI VIHAR,GROUP HOUSING,unnati grah nirman company,RAJ-RERA-APP-P-2017-995,RAJ/P/2017/383 (25/10/2017),View,
Ajmer,Vijaya Raje Scindia Nagar,PLOTTED,AJMER DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2017-988,RAJ/P/2017/373 (20/10/2017),View,
Alwar,SHUBH GRAH (PHASE-II),GROUP HOUSING,Reverence Infrastructure India LLP,RAJ-RERA-APP-P-2017-987,RAJ/P/2017/389 (27/10/2017),View,
Jodhpur,Indiabulls Mega Mall,Commercial,Sepset Real Estate Limited,RAJ-RERA-APP-P-2017-978,RAJ/P/2017/557 (20/12/2017),View,
Jaipur,Swapnalok,GROUP HOUSING,Narvik Buildhomes,RAJ-RERA-APP-P-2017-979,RAJ/P/2017/365 (17/10/2017),View,
Jaipur,NINDAD YOJNA ( Block A & B),PLOTTED,JAIPUR DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2017-981,RAJ/P/2017/352 (16/10/2017),View,
Ajmer,Unique Tarang,GROUP HOUSING,Uniqueshree Vinayak Landhomes LLP,RAJ-RERA-APP-P-2017-977,RAJ/P/2017/353 (16/10/2017),View,
Jaipur,MANGLAM AADHAR VAISHALI ESTATE,GROUP HOUSING,MANGLAMHOME CONSTRUCTION COMPANY LLP,RAJ-RERA-APP-P-2017-972,RAJ/P/2017/341 (13/10/2017),View,
Kota,Rail vihar kota.,GROUP HOUSING,Indian Railway Welfare Organisation,RAJ-RERA-APP-P-2017-971,RAJ/P/2017/496 (06/12/2017),View,
Jaipur,RAILVIHARJAIPUR3,GROUP HOUSING,Indian Railway Welfare Organisation,RAJ-RERA-APP-P-2017-970,RAJ/P/2017/467 (23/11/2017),View,
Jaipur,SYMPHONIA,GROUP HOUSING,GOLDENDUNES HEIGHTS LLP,RAJ-RERA-APP-P-2017-969,RAJ/P/2017/345 (13/10/2017),View,
Kota,NEELKANTH APPARTMENTS,GROUP HOUSING,NEELKANTH COLONIZERS AND BUILDERS,RAJ-RERA-APP-P-2017-967,RAJ/P/2017/335 (13/10/2017),View,
Jaipur,Ginni Homes,GROUP HOUSING,PRABHATDREAM REALESTATE LLP,RAJ-RERA-APP-P-2017-963,RAJ/P/2017/415 (06/11/2017),View,
Kota,GURU NANAK HOUSING,GROUP HOUSING,PARAMJEET SINGH,RAJ-RERA-APP-P-2017-961,RAJ/P/2017/367 (18/10/2017),View,
Jaipur,Insignia,GROUP HOUSING,A GANGWAL REAL ESTATE LLP,RAJ-RERA-APP-P-2017-950,RAJ/P/2017/286 (05/10/2017),View,
Jaipur,"MANGLAM AADHAR, MIC",GROUP HOUSING,MANGLAM BUILD DEVELOPERS LIMITED,RAJ-RERA-APP-P-2017-946,RAJ/P/2017/311 (10/10/2017),View,
Bhilwara,Sharda Dream City,PLOTTED,Shri Radhey Govindam Resort Pvt. Ltd.,RAJ-RERA-APP-P-2017-943,RAJ/P/2017/471 (23/11/2017),View,
Sikar,Shree Ganga Gaurav Tower 1,Commercial,Shree Nath Buildcon,RAJ-RERA-APP-P-2017-945,RAJ/P/2017/504 (11/12/2017),View,
Sirohi,OPERA CITY,Commercial,VITAL GROUP,RAJ-RERA-APP-P-2017-944,RAJ/P/2017/551 (15/12/2017),View,
Sikar,ROYAL RESIDENCY,GROUP HOUSING,ROCKCREATORS DREAM HOMES PVT LTD,RAJ-RERA-APP-P-2017-942,RAJ/P/2017/442 (17/11/2017),View,
Alwar,RUHANI GREENS,GROUP HOUSING,ruhani developers pvt ltd,RAJ-RERA-APP-P-2017-940,RAJ/P/2017/580 (28/12/2017),View,
Pali,Adeshwar Royale,Mixed (Residential And Commercial),Adeshwar Realtors,RAJ-RERA-APP-P-2017-937,RAJ/P/2017/388 (27/10/2017),View,
Udaipur,ROYAL PINE,GROUP HOUSING,PINE ENTERPRISES,RAJ-RERA-APP-P-2017-938,RAJ/P/2017/483 (29/11/2017),View,
Jaipur,Akshat Kanota Estate-Phase 2,GROUP HOUSING,AKSHAT APARTMENTS PRIVATE LIMITED,RAJ-RERA-APP-P-2017-929,RAJ/P/2017/334 (12/10/2017),View,
Jaipur,KAMAL APARTMENT,GROUP HOUSING,VIRAJ BUILDERS,RAJ-RERA-APP-P-2017-931,RAJ/P/2017/251 (29/09/2017),View,
Jaipur,Aravali Homes,GROUP HOUSING,Aravali Builders,RAJ-RERA-APP-P-2017-927,RAJ/P/2017/295 (06/10/2017),View,
Jaipur,THE SAVOYE,GROUP HOUSING,Smart Living Homes,RAJ-RERA-APP-P-2017-923,RAJ/P/2017/486 (29/11/2017),View,
Udaipur,TRINITY RESIDENCY,GROUP HOUSING,ANKIT BUILDESTATE PRIVATE LIMITED,RAJ-RERA-APP-P-2017-912,RAJ/P/2018/601 (09/01/2018),View,
Jodhpur,Veetrag City,GROUP HOUSING,VEETRAG BUILDCON PRIVATE LIMITED,RAJ-RERA-APP-P-2017-911,RAJ/P/2018/591 (03/01/2018),View,
Jaipur,UDAYRAJ,GROUP HOUSING,udayraj palace pvt ltd,RAJ-RERA-APP-P-2017-913,RAJ/P/2017/304 (09/10/2017),View,
Jaipur,RUDRAKSHA-II,GROUP HOUSING,Renaissance Buildhome Pvt Ltd.,RAJ-RERA-APP-P-2017-916,RAJ/P/2017/246 (27/09/2017),View,
Jaipur,PRANGAN,GROUP HOUSING,SSBC DREAM HOMES LLP,RAJ-RERA-APP-P-2017-906,RAJ/P/2017/228 (27/09/2017),View,
Jaipur,Akshat Kanota Estate-Phase 1,GROUP HOUSING,AKSHAT APARTMENTS PRIVATE LIMITED,RAJ-RERA-APP-P-2017-908,RAJ/P/2017/305 (09/10/2017),View,
Udaipur,"AASAN HOMES, UDAIPUR",GROUP HOUSING,aasan affordable housing LLP,RAJ-RERA-APP-P-2017-905,RAJ/P/2017/308 (09/10/2017),View,
Jaipur,Unique Abhinandan,GROUP HOUSING,Unique Shri LLP,RAJ-RERA-APP-P-2017-902,RAJ/P/2017/243 (27/09/2017),View,
Udaipur,Royal Orchid,GROUP HOUSING,Royal Orchid,RAJ-RERA-APP-P-2017-903,RAJ/P/2017/479 (27/11/2017),View,
Jaipur,Aavya Homes,GROUP HOUSING,Navriti Project LLP,RAJ-RERA-APP-P-2017-897,RAJ/P/2017/296 (06/10/2017),View,
Jaipur,DEVKRISHNAM,GROUP HOUSING,SRS BUILDERS,RAJ-RERA-APP-P-2017-898,RAJ/P/2017/306 (09/10/2017),View,
Jaipur,ROYAL JAIN CITY,PLOTTED,SHREE GOVIND RAJ CONSTRUCTIONS PVT LTD,RAJ-RERA-APP-P-2017-899,RAJ/P/2017/384 (26/10/2017),View,
Jaipur,PARTH AFFORDABLE,GROUP HOUSING,SNG REALESTATE PRIVATE LIMITED,RAJ-RERA-APP-P-2017-895,RAJ/P/2017/300 (06/10/2017),View,
Jaipur,Mahima's Sansaar Phase-I,GROUP HOUSING,MAHIMA REAL ESTATE PRIVATE LIMITED,RAJ-RERA-APP-P-2017-890,RAJ/P/2017/202 (19/09/2017),View,
Sri Ganganagar,MERA GHAR,GROUP HOUSING,KAMAL DEEP SINGH,RAJ-RERA-APP-P-2017-887,RAJ/P/2017/516 (12/12/2017),View,
Jaipur,Rainbow Phase-III,GROUP HOUSING,Renaissance Buildhome Pvt Ltd.,RAJ-RERA-APP-P-2017-885,RAJ/P/2017/247 (27/09/2017),View,
Jaipur,NAND GAON,GROUP HOUSING,OM SKY RISE DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2017-884,RAJ/P/2017/446 (17/11/2017),View,
Ajmer,GOKUL DHAM IV,GROUP HOUSING,ACE VENTURE,RAJ-RERA-APP-P-2017-883,RAJ/P/2017/325 (11/10/2017),View,
Bharatpur,KAMLA ASHIRWAD,GROUP HOUSING,SUNNY REAL COSTRUCTION PRIVATE LIMITED,RAJ-RERA-APP-P-2017-882,RAJ/P/2018/594 (03/01/2018),View,
Sikar,MARUTI RESIDENCY,GROUP HOUSING,SHRI BALAJI BUILDERS AND DEVELOPERS,RAJ-RERA-APP-P-2017-877,RAJ/P/2017/422 (07/11/2017),View,
Nagaur,"KUCHAMAN VALLEY ""A""BLOCK",PLOTTED,SHREERAM BALAJI DEVELOPERS AND INFRASTRUCTURES PVT LTD,RAJ-RERA-APP-P-2017-875,RAJ/P/2017/465 (22/11/2017),View,
Kota,Parvati Residency,PLOTTED,Chanda Hada,RAJ-RERA-APP-P-2017-859,RAJ/P/2017/225 (27/09/2017),View,
Sikar,BARSANA RESIDENCY,GROUP HOUSING,SANWARIA DEVELOPERS,RAJ-RERA-APP-P-2017-850,RAJ/P/2017/579 (28/12/2017),View,
Jaipur,VERVE,GROUP HOUSING,GURNANI INFRADEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2017-851,RAJ/P/2017/235 (27/09/2017),View,
Sri Ganganagar,Dream Homes-Chief Minister Jan Aawas Yojana Provision 3 (A),GROUP HOUSING,Gawar Construction Limited,RAJ-RERA-APP-P-2017-849,RAJ/P/2017/397 (30/10/2017),View,
Jaipur,Grand Golden Bells,GROUP HOUSING,SRI GANRAJ BUILDCON PVT LTD,RAJ-RERA-APP-P-2017-844,RAJ/P/2017/236 (27/09/2017),View,
Alwar,THE HILLS,GROUP HOUSING,INDRAPAL SINGH,RAJ-RERA-APP-P-2017-841,RAJ/P/2017/519 (12/12/2017),View,
Ajmer,SAARTH PRATHAM,GROUP HOUSING,Saarth Developers Private Limited,RAJ-RERA-APP-P-2017-791,RAJ/P/2017/392 (27/10/2017),View,
Ajmer,SAMRIDDHI DYNASTY,GROUP HOUSING,SANKALP REALMART PVT LTD,RAJ-RERA-APP-P-2017-799,RAJ/P/2017/291 (06/10/2017),View,
Barmer,Unique Enclave (Phase-I),PLOTTED,MANTRA LIFESTYLE HOMES PRIVATE LIMITED,RAJ-RERA-APP-P-2017-775,RAJ/P/2017/493 (01/12/2017),View,
Jodhpur,Unique Solitaire,GROUP HOUSING,Shree Unique Lifestyle Homes Private Limited,RAJ-RERA-APP-P-2017-804,RAJ/P/2017/495 (06/12/2017),View,
Ajmer,SAARTH PRATHAM,GROUP HOUSING,Saarth Developers Private Limited,RAJ-RERA-APP-P-2017-791,RAJ/P/2017/392 (27/10/2017),View,
Jaipur,JAYPORE,GROUP HOUSING,GOVINDKRIPA BUILDHEIGHTS LLP,RAJ-RERA-APP-P-2017-785,RAJ/P/2017/203 (19/09/2017),View,
Udaipur,ROYAL RAJVILAS,GROUP HOUSING,UDAIPUR ENTERTAINMENT WORLD PVT LTD,RAJ-RERA-APP-P-2017-807,RAJ/P/2017/535 (13/12/2017),View,
Udaipur,ROYAL RAJVILAS EWS/LIG,GROUP HOUSING,UDAIPUR ENTERTAINMENT WORLD PVT LTD,RAJ-RERA-APP-P-2017-802,RAJ/P/2017/548 (14/12/2017),View,
Jaipur,SNG Dusad Garden,Mixed (Residential And Commercial),SNG REALESTATE PRIVATE LIMITED,RAJ-RERA-APP-P-2017-806,RAJ/P/2017/379 (24/10/2017),View,
Jaipur,Sunrisers,GROUP HOUSING,SNG REALESTATE PRIVATE LIMITED,RAJ-RERA-APP-P-2017-774,RAJ/P/2017/378 (24/10/2017),View,
Churu,Parth City Churu Plotting Township,PLOTTED,SNG REALESTATE PRIVATE LIMITED,RAJ-RERA-APP-P-2017-815,RAJ/P/2017/441 (16/11/2017),View,
Churu,Parth City Churu Affordable Housing Phase-I,GROUP HOUSING,SNG REALESTATE PRIVATE LIMITED,RAJ-RERA-APP-P-2017-816,RAJ/P/2017/459 (17/11/2017),View,
Jaipur,VARDHMAN EMPIRE,GROUP HOUSING,SHREENATH COLONIZER DELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2017-773,RAJ/P/2017/400 (31/10/2017),View,
Udaipur,Amarkunj,GROUP HOUSING,K P TOWERS PRIVATE LIMITED,RAJ-RERA-APP-P-2017-811,RAJ/P/2018/587 (03/01/2018),View,
Udaipur,MATRA CHHAYA APARTMENT,GROUP HOUSING,DCB TOWN PLANNERS PRIVATE LIMITED,RAJ-RERA-APP-P-2017-784,RAJ/P/2018/751 (06/06/2018),View,
Jaipur,Wisteria,GROUP HOUSING,ELEMENTS INFRADEVELOPMENT PRIVATE LIMITED,RAJ-RERA-APP-P-2017-838,RAJ/P/2017/545 (14/12/2017),View,
Jaipur,THE MANSION BY ROYAL ENSIGN,GROUP HOUSING,UNIVERSAL CORPORATION,RAJ-RERA-APP-P-2017-820,RAJ/P/2017/370 (18/10/2017),View,
Alwar,CZAR,GROUP HOUSING,ADVIKA INFRASTRUCTURE AND DEVLOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2017-777,RAJ/P/2017/522 (12/12/2017),View,
Alwar,"Gulmohar Woods,Jacarada Heights,Sakura Homes,Sakura Business",GROUP HOUSING,FALCON REALTY SERVICES PRIVATE LIMITED,RAJ-RERA-APP-P-2017-817,RAJ/P/2017/407 (01/11/2017),View,
Jaipur,SAMRIDDHI SEVEN HEAVEN,GROUP HOUSING,G S BUILD ESTATE PVT LTD,RAJ-RERA-APP-P-2017-796,RAJ/P/2017/239 (27/09/2017),View,
Jaipur,GALAXY ENCLAVE,PLOTTED,GALAXY REALMART PRIVATE LIMITED,RAJ-RERA-APP-P-2017-805,RAJ/P/2017/448 (17/11/2017),View,
Ajmer,YUVRAJ RESIDENCY,GROUP HOUSING,BLUE EARTH DEVELOPERS,RAJ-RERA-APP-P-2017-825,RAJ/P/2017/574 (27/12/2017),View,
Jaipur,ATMOSPHERE GRAND-1,GROUP HOUSING,SAMANVAY INFRABUILD LLP,RAJ-RERA-APP-P-2017-794,RAJ/P/2018/633 (08/02/2018),View,
Jaipur,ATMOSPHERE GRAND-II,GROUP HOUSING,SAMANVAY INFRABUILD LLP,RAJ-RERA-APP-P-2017-792,RAJ/P/2018/634 (08/02/2018),View,
Jaipur,Unique Ace,Commercial,Daisy Developers,RAJ-RERA-APP-P-2017-782,RAJ/P/2017/216 (25/09/2017),View,
Bhilwara,GOVINDAM,Commercial,SHRI KRISHNA COTTON GINNING AND PRESSING FACTORY,RAJ-RERA-APP-P-2017-834,RAJ/P/2017/576 (27/12/2017),View,
Jaipur,KSHITIJ COLONIZERS AFFORDABLE HOUSING PHASE I,GROUP HOUSING,Kshitij Colonizers Private Limited,RAJ-RERA-APP-P-2017-776,RAJ/P/2017/497 (06/12/2017),View,
Barmer,Apna Awaas,GROUP HOUSING,GROUND CRAFTS PRIVATE LIMITED,RAJ-RERA-APP-P-2017-829,RAJ/P/2017/381 (25/10/2017),View,
Bikaner,MANGLAM AADHAR-BIKANER,GROUP HOUSING,MANGLAM BUILD DEVELOPERS LIMITED,RAJ-RERA-APP-P-2017-798,RAJ/P/2017/196 (19/09/2017),View,
